,symbol,type,entry_time,exit_time,entry_price,exit_price,sl,tp,risk,reward,profit,close_reason
125,XAUUSD,BUY,1777996800.0,1778007600.0,4576.88,4561.68,4561.68,4637.679999999999,15.199999999999818,60.79999999999927,-15.199999999999818,SL
126,XAUUSD,SELL,1778018400.0,1778031000.0,4556.21,4565.76,4565.76,4518.009999999999,9.550000000000182,38.20000000000073,-9.550000000000182,SL
127,XAUUSD,SELL,1778029200.0,1778032800.0,4546.72,4558.83,4558.83,4498.280000000002,12.109999999999673,48.43999999999869,-12.109999999999673,SL
128,XAUUSD,SELL,1778182200.0,1778216400.0,4714.96,4729.73,4729.73,4655.880000000002,14.769999999999527,59.07999999999811,-14.769999999999527,SL
129,XAUUSD,BUY,1778220000.0,1778234400.0,4720.28,4707.02,4707.02,4773.319999999997,13.259999999999309,53.039999999997235,-13.259999999999309,SL
130,XAUUSD,SELL,1778243400.0,1778247000.0,4711.89,4722.86,4722.86,4668.010000000003,10.969999999999345,43.87999999999738,-10.969999999999345,SL
131,XAUUSD,BUY,1778245200.0,1778252400.0,4720.53,4707.44,4707.44,4772.89,13.090000000000146,52.36000000000058,-13.090000000000146,SL
132,XAUUSD,SELL,1778265000.0,1778270400.0,4707.03,4720.98,4720.98,4651.2300000000005,13.949999999999818,55.79999999999927,-13.949999999999818,SL
133,XAUUSD,BUY,1778272200.0,1778461200.0,4720.82,4712.15,4712.15,4755.5,8.670000000000073,34.68000000000029,-8.670000000000073,SL
134,XAUUSD,SELL,1778463000.0,1778472000.0,4691.83,4701.37,4701.37,4653.67,9.539999999999964,38.159999999999854,-9.539999999999964,SL
135,XAUUSD,BUY,1778522400.0,1778527800.0,4732.88,4715.4,4715.4,4802.800000000002,17.480000000000473,69.92000000000189,-17.480000000000473,SL
136,XAUUSD,SELL,1778567400.0,1778608800.0,4720.2,4667.959999999998,4733.26,4667.959999999998,13.0600000000004,52.2400000000016,52.2400000000016,TP
137,XAUUSD,BUY,1778625000.0,1778650200.0,4715.71,4696.05,4696.05,4794.349999999999,19.659999999999854,78.63999999999942,-19.659999999999854,SL
138,XAUUSD,SELL,1778650200.0,1778662800.0,4691.89,4707.64,4707.64,4628.89,15.75,63.0,-15.75,SL
139,XAUUSD,BUY,1778661000.0,1778673600.0,4704.08,4693.7,4693.7,4745.6,10.38000000000011,41.52000000000044,-10.38000000000011,SL
140,XAUUSD,SELL,1778673600.0,1778677200.0,4688.96,4702.83,4702.83,4633.4800000000005,13.86999999999989,55.47999999999956,-13.86999999999989,SL
141,XAUUSD,SELL,1778704200.0,1778724000.0,4685.59,4701.3,4701.3,4622.75,15.710000000000036,62.840000000000146,-15.710000000000036,SL
142,XAUUSD,BUY,1778722200.0,1778731200.0,4700.05,4688.9,4688.9,4744.650000000002,11.150000000000546,44.60000000000218,-11.150000000000546,SL
143,XAUUSD,SELL,1778734800.0,1778738400.0,4693.48,4686.359999999997,4695.26,4686.359999999997,1.7800000000006548,7.120000000002619,7.120000000002619,TP
144,XAUUSD,SELL,1778736600.0,1778742000.0,4686.32,4699.65,4699.65,4633.0,13.329999999999927,53.31999999999971,-13.329999999999927,SL
145,XAUUSD,SELL,1778747400.0,1778752800.0,4689.78,4704.27,4704.27,4631.819999999997,14.490000000000691,57.960000000002765,-14.490000000000691,SL
146,XAUUSD,BUY,1778751000.0,1778776200.0,4700.26,4686.06,4686.06,4757.0599999999995,14.199999999999818,56.79999999999927,-14.199999999999818,SL
147,XAUUSD,BUY,1779096600.0,1779197400.0,4546.82,4529.68,4529.68,4615.379999999997,17.139999999999418,68.55999999999767,-17.139999999999418,SL
148,XAUUSD,BUY,1779280200.0,1779296400.0,4484.98,4472.7,4472.7,4534.0999999999985,12.279999999999745,49.11999999999898,-12.279999999999745,SL
149,XAUUSD,BUY,1779303600.0,1779307200.0,4525.9,4533.0599999999995,4524.11,4533.0599999999995,1.7899999999999636,7.1599999999998545,7.1599999999998545,TP
150,XAUUSD,SELL,1779350400.0,1779364800.0,4522.83,4540.51,4540.51,4452.109999999999,17.68000000000029,70.72000000000116,-17.68000000000029,SL
151,XAUUSD,BUY,1779363000.0,1779368400.0,4532.52,4518.33,4518.33,4589.2800000000025,14.19000000000051,56.76000000000204,-14.19000000000051,SL
152,XAUUSD,SELL,1779368400.0,1779393600.0,4518.08,4542.96,4542.96,4418.5599999999995,24.88000000000011,99.52000000000044,-24.88000000000011,SL
153,XAUUSD,SELL,1779426000.0,1779433200.0,4524.61,4531.98,4531.98,4495.13,7.369999999999891,29.479999999999563,-7.369999999999891,SL
154,XAUUSD,BUY,1779433200.0,1779438600.0,4532.23,4521.74,4521.74,4574.189999999999,10.489999999999782,41.95999999999913,-10.489999999999782,SL
155,XAUUSD,SELL,1779436800.0,1779453000.0,4526.13,4532.74,4532.74,4499.690000000001,6.609999999999673,26.43999999999869,-6.609999999999673,SL
156,XAUUSD,SELL,1779451200.0,1779454800.0,4517.8,4527.35,4527.35,4479.599999999999,9.550000000000182,38.20000000000073,-9.550000000000182,SL
157,XAUUSD,BUY,1779453000.0,1779456600.0,4532.28,4514.88,4514.88,4601.879999999998,17.399999999999636,69.59999999999854,-17.399999999999636,SL
158,XAUUSD,SELL,1779764400.0,1779888600.0,4549.26,4472.219999999999,4568.52,4472.219999999999,19.26000000000022,77.04000000000087,77.04000000000087,TP
159,XAUUSD,BUY,1779930000.0,1779935400.0,4459.87,4448.82,4448.82,4504.070000000001,11.050000000000182,44.20000000000073,-11.050000000000182,SL
160,XAUUSD,SELL,1779935400.0,1779939000.0,4447.08,4457.7,4457.7,4404.6,10.61999999999989,42.47999999999956,-10.61999999999989,SL
161,XAUUSD,BUY,1779985800.0,1779989400.0,4430.54,4479.940000000001,4418.19,4479.940000000001,12.350000000000364,49.400000000001455,49.400000000001455,TP
162,XAUUSD,BUY,1779994800.0,1780329600.0,4500.47,4476.77,4476.77,4595.2699999999995,23.699999999999818,94.79999999999927,-23.699999999999818,SL
163,XAUUSD,SELL,1780374600.0,1780380000.0,4474.18,4492.26,4492.26,4401.860000000001,18.079999999999927,72.31999999999971,-18.079999999999927,SL
164,XAUUSD,BUY,1780380000.0,1780452000.0,4495.18,4473.59,4473.59,4581.540000000001,21.590000000000146,86.36000000000058,-21.590000000000146,SL
165,XAUUSD,BUY,1780540200.0,1780543800.0,4457.25,4445.35,4445.35,4504.8499999999985,11.899999999999636,47.599999999998545,-11.899999999999636,SL
166,XAUUSD,BUY,1780547400.0,1780635600.0,4465.79,4443.41,4443.41,4555.31,22.38000000000011,89.52000000000044,-22.38000000000011,SL
